"TranscriptID","Strand","TranscriptLocation","CDSID","CDSLocation","AdditionalInformation","AssociatedFunction","OrthoLmjF","OrthoLdHU3"
"LmjF.01.T0400","+","LmjF.01:98162..100260","LmjF.01.0400","LmjF.01:98194..99873","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.01.T0400.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_01.0450"
"LmjF.02.T0210","-","LmjF.02:102613..107739","LmjF.02.0210","LmjF.02:103804..106395","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0210.html"" target=""_blank""> Click for Additional information</a>","phosphoglycan beta 1,3 galactosyltransferase (SCGR2) ","N/A","LDHU3_02.0270"
"LmjF.02.T0220","-","LmjF.02:108638..112261","LmjF.02.0220","LmjF.02:109659..112487","<a href=""http://leish-esp.cbm.uam.es/GrupoC_sub1/LmjF.02.T0220.html"" target=""_blank""> Click for Additional information</a>","phosphoglycan beta 1,2 arabinosyltransferase (SCA1) ","N/A","N/A"
"LmjF.02.T0230","-","LmjF.02:112262..117458","LmjF.02.0230","LmjF.02:113216..116194","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0230.html"" target=""_blank""> Click for Additional information</a>","phosphoglycan beta 1,3 galactosyltransferase (SCGR1) ","N/A","N/A"
"LmjF.02.T0040","-","LmjF.02:11334..13875","LmjF.02.0040","LmjF.02:11678..13537","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0040.html"" target=""_blank""> Click for Additional information</a>","metallo-peptidase, Clan MG, Family M24 ","N/A","LDHU3_02.0050"
"LmjF.02.T0240","-","LmjF.02:117622..121643","LmjF.02.0240","LmjF.02:118452..121166","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0240.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0310"
"LmjF.02.T0250","-","LmjF.02:122072..126639","LmjF.02.0250","LmjF.02:122781..126104","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0250.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0320"
"LmjF.02.T0260","-","LmjF.02:126958..128264","LmjF.02.0260","LmjF.02:127085..127909","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0260.html"" target=""_blank""> Click for Additional information</a>","small GTP binding protein rab6-like protein ","N/A","LDHU3_02.0330"
"LmjF.02.T0270","-","LmjF.02:128500..130295","LmjF.02.0270","LmjF.02:129244..129438","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0270.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0340"
"LmjF.02.T0280","-","LmjF.02:130625..132469","LmjF.02.0280","LmjF.02:131592..132101","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0280.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0350"
"LmjF.02.T0290","-","LmjF.02:132804..134863","LmjF.02.0290","LmjF.02:133019..134611","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0290.html"" target=""_blank""> Click for Additional information</a>","protein kinase, putative ","N/A","LDHU3_02.0360"
"LmjF.02.T0295","-","LmjF.02:135263..137781","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.02.T0295.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.02.T0300","-","LmjF.02:137782..147097","LmjF.02.0300","LmjF.02:138486..145658","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0300.html"" target=""_blank""> Click for Additional information</a>","ATP-binding cassette subfamily A, member 1, putative (ABCA1) ","N/A","LDHU3_02.0370"
"LmjF.02.T0043","-","LmjF.02:14087..15444","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.02.T0043.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.02.T0305","-","LmjF.02:147321..149258","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.02.T0305.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.02.T0310","-","LmjF.02:149639..152658","LmjF.02.0310","LmjF.02:150192..152276","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0310.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0390"
"LmjF.02.T0320","-","LmjF.02:152825..154586","LmjF.02.0320","LmjF.02:153478..154452","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0320.html"" target=""_blank""> Click for Additional information</a>","ribosomal RNA processing protein, putative ","N/A","LDHU3_02.0400"
"LmjF.02.T0045","-","LmjF.02:15445..16824","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.02.T0045.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.02.T0330","-","LmjF.02:154949..160245","LmjF.02.0330","LmjF.02:155154..159773","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0330.html"" target=""_blank""> Click for Additional information</a>","glycosyl transferase, putative ","N/A","LDHU3_02.0410"
"LmjF.02.T0005","-","LmjF.02:1587..3220","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.02.T0005.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.02.T0340","-","LmjF.02:160655..164131","LmjF.02.0340","LmjF.02:161011..163932","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0340.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0420"
"LmjF.02.T0350","-","LmjF.02:164618..168294","LmjF.02.0350","LmjF.02:165087..168242","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0350.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0430"
"LmjF.02.T0360","-","LmjF.02:168558..171267","LmjF.02.0360","LmjF.02:170022..171167","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0360.html"" target=""_blank""> Click for Additional information</a>","casein kinase II, alpha chain, putative ","N/A","LDHU3_02.0440"
"LmjF.02.T0370","-","LmjF.02:171608..174945","LmjF.02.0370","LmjF.02:172807..174390","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0370.html"" target=""_blank""> Click for Additional information</a>","proteasome regulatory non-ATPase subunit 6, putative ","N/A","LDHU3_02.0450"
"LmjF.02.T0050","-","LmjF.02:17324..19733","LmjF.02.0050","LmjF.02:18849..19505","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0050.html"" target=""_blank""> Click for Additional information</a>","cytochrome b-domain protein, putative ","N/A","LDHU3_02.0080"
"LmjF.02.T0380","-","LmjF.02:175358..177106","LmjF.02.0380","LmjF.02:175517..176896","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0380.html"" target=""_blank""> Click for Additional information</a>","FtsJ-like methyltransferase, putative ","N/A","LDHU3_02.0460"
"LmjF.02.T0390-0400","-","LmjF.02:177687..179437","LmjF.02.0390|LmjF.02.0400","LmjF.02:178261..178719","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0390-0400.html"" target=""_blank""> Click for Additional information</a>","Ubiquitin-conjugating enzyme e2, putative|hypothetical protein, unknown function","N/A","N/A"
"LmjF.02.T0410","-","LmjF.02:179683..183319","LmjF.02.0410","LmjF.02:180246..183215","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0410.html"" target=""_blank""> Click for Additional information</a>","RNA-editing complex protein MP81, putative ","N/A","LDHU3_02.0480"
"LmjF.02.T0420","-","LmjF.02:183766..188982","LmjF.02.0420","LmjF.02:185835..188837","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0420.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0490"
"LmjF.02.T0425","-","LmjF.02:189259..189555","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.02.T0425.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.02.T0426","-","LmjF.02:189556..190145","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.02.T0426.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.02.T0427-ncRNA1","-","LmjF.02:190461..192113","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.02.T0427-ncRNA1.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.02.T0430","-","LmjF.02:192600..193876","LmjF.02.0430","LmjF.02:192736..193848","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0430.html"" target=""_blank""> Click for Additional information</a>","serine peptidase, Clan S-, family S54, ","N/A","LDHU3_02.0510"
"LmjF.02.T0440","-","LmjF.02:194356..198434","LmjF.02.0440","LmjF.02:196415..198200","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0440.html"" target=""_blank""> Click for Additional information</a>LmjF.02.T044""""""""","amino acid permease, putative (AAT18) ","N/A","LDHU3_02.0520"
"LmjF.02.T0450","-","LmjF.02:198713..201321","LmjF.02.0450","LmjF.02:200383..201216","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0450.html"" target=""_blank""> Click for Additional information</a>","voltage-dependent anion-selective channel, putative ","N/A","LDHU3_02.0530"
"LmjF.02.T0060","-","LmjF.02:20170..20962","LmjF.02.0060","LmjF.02:20184..20759","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0060.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0090"
"LmjF.02.T0460","-","LmjF.02:202402..205928","LmjF.02.0460","LmjF.02:204892..205767","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0460.html"" target=""_blank""> Click for Additional information</a>","voltage-dependent anion-selective channel, putative ","N/A","LDHU3_02.0550"
"LmjF.02.T0470","-","LmjF.02:206399..218050","LmjF.02.0470","LmjF.02:207099..216566","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0470.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function ","N/A","LDHU3_02.0560"
"LmjF.02.T0070","-","LmjF.02:21226..22687","LmjF.02.0070","LmjF.02:21413..22606","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0070.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0100"
"LmjF.02.T0480","-","LmjF.02:218284..220043","LmjF.02.0480","LmjF.02:219347..220075","<a href=""http://leish-esp.cbm.uam.es/GrupoC_sub1/LmjF.02.T0480.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0570"
"LmjF.02.T0490","-","LmjF.02:220406..224492","LmjF.02.0490","LmjF.02:220848..222980","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0490.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0580"
"LmjF.02.T0500","-","LmjF.02:224675..227861","LmjF.02.0500","LmjF.02:224739..227600","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0500.html"" target=""_blank""> Click for Additional information</a>","glycerate kinase, putative ","N/A","LDHU3_02.0590"
"LmjF.02.T0510","-","LmjF.02:228421..229722","LmjF.02.0510","LmjF.02:228900..229412","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0510.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0600"
"LmjF.02.T0075","-","LmjF.02:22988..24182","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.02.T0075.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.02.T0520","-","LmjF.02:230233..237834","LmjF.02.0520","LmjF.02:231085..237054","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0520.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0610"
"LmjF.02.T0525","-","LmjF.02:237905..239119","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.02.T0525.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.02.T0529","-","LmjF.02:239658..240071","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.02.T0529.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.02.T0530","-","LmjF.02:240486..245124","LmjF.02.0530","LmjF.02:241987..244575","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0530.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0640"
"LmjF.02.T0540","-","LmjF.02:245573..248128","LmjF.02.0540","LmjF.02:246041..247027","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0540.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0650"
"LmjF.02.T0080","-","LmjF.02:24595..28411","LmjF.02.0080","LmjF.02:24871..27861","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0080.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0120"
"LmjF.02.T0550","-","LmjF.02:248489..250295","LmjF.02.0550","LmjF.02:249521..250012","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0550.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function ","N/A","LDHU3_02.0660"
"LmjF.02.T0560","-","LmjF.02:250561..253910","LmjF.02.0560","LmjF.02:251143..253692","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0560.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function ","N/A","LDHU3_02.0670"
"LmjF.02.T0570","-","LmjF.02:254291..261969","LmjF.02.0570","LmjF.02:257218..261492","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0570.html"" target=""_blank""> Click for Additional information</a>","protein kinase, putative ","N/A","LDHU3_02.0680"
"LmjF.02.T0572","0","LmjF.02:262280..263905","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.02.T0572.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.02.T0085","-","LmjF.02:28874..29892","LmjF.02.0085","LmjF.02:28965..29909","<a href=""http://leish-esp.cbm.uam.es/GrupoC_sub1/LmjF.02.T0085.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0130"
"LmjF.02.T0575","+","LmjF.02:297304..298169","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.02.T0575.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.02.T0580","+","LmjF.02:298344..310192","LmjF.02.0580","LmjF.02:298464..309800","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0580.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0720"
"LmjF.02.T0090","-","LmjF.02:30346..32517","LmjF.02.0090","LmjF.02:31234..32292","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0090.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0140"
"LmjF.02.T0590","+","LmjF.02:310468..312599","LmjF.02.0590","LmjF.02:310561..312108","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0590.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0730"
"LmjF.02.T0600","+","LmjF.02:313125..314874","LmjF.02.0600","LmjF.02:313084..313800","<a href=""http://leish-esp.cbm.uam.es/GrupoC_sub1/LmjF.02.T0600.html"" target=""_blank""> Click for Additional information</a>","ARP2/3 complex subunit, putative ","N/A","LDHU3_02.0740"
"LmjF.02.T0610","+","LmjF.02:315098..316700","LmjF.02.0610","LmjF.02:315240..316205","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0610.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0750"
"LmjF.02.T0620","+","LmjF.02:317261..319579","LmjF.02.0620","LmjF.02:317353..319047","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0620.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0760"
"LmjF.02.T0630","+","LmjF.02:319841..322147","LmjF.02.0630","LmjF.02:320083..322062","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0630.html"" target=""_blank""> Click for Additional information</a>","gamma-glutamyl phosphate reductase-like protein ","N/A","LDHU3_02.0770"
"LmjF.02.T0640","+","LmjF.02:323491..328251","LmjF.02.0640","LmjF.02:323557..327786","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0640.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function ","N/A","LDHU3_02.0780"
"LmjF.02.T0650","+","LmjF.02:328148..329588","LmjF.02.0650","LmjF.02:328326..329273","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0650.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0790"
"LmjF.02.T0660","+","LmjF.02:329843..332962","LmjF.02.0660","LmjF.02:330066..332858","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0660.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0800"
"LmjF.02.T0100","-","LmjF.02:33053..37113","LmjF.02.0100","LmjF.02:33424..36189","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0100.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved (pseudogene) ","N/A","LDHU3_02.0160"
"LmjF.02.T0670","+","LmjF.02:333650..335383","LmjF.02.0670","LmjF.02:333743..334684","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0670.html"" target=""_blank""> Click for Additional information</a>","mitochondrial carrier protein, putative ","N/A","LDHU3_02.0810"
"LmjF.02.T0675","+","LmjF.02:335384..335901","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.02.T0675.html"" target=""_blank""> Click for Additional information</a>","N/A ","N/A","N/A"
"LmjF.02.T0680","+","LmjF.02:335902..337872","LmjF.02.0680","LmjF.02:336526..337659","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0680.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0820"
"LmjF.02.T0690","+","LmjF.02:338101..339925","LmjF.02.0690","LmjF.02:338291..339655","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0690.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0830"
"LmjF.02.T0700","+","LmjF.02:340265..344190","LmjF.02.0700","LmjF.02:340367..343180","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0700.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved ","N/A","LDHU3_02.0840"
"LmjF.02.T0710","+","LmjF.02:344526..347996","LmjF.02.0710","LmjF.02:344949..347402","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.02.T0710.html"" target=""_blank""> Click for Additional information</a>","ATP-dependent Clp protease subunit, heat shock protein 78 (HSP78), putative ","N/A","LDHU3_02.0850"
